#ASTEX case using prescribed vertical grid, Nlev = 427
 height(m)    thl(K)    qt(kg/kg)        u(m/s)       v(m/s)            tke(m2/s2)
      1262.50      296.800   0.00756000     -2.00000     -10.0000      0.00000
      1267.50      296.830   0.00754600     -2.00000     -10.0000      0.00000
      1272.50      296.860   0.00753200     -2.00000     -10.0000      0.00000
      1277.50      296.890   0.00751800     -2.00000     -10.0000      0.00000
      1282.50      296.920   0.00750400     -2.00000     -10.0000      0.00000
      1287.50      296.950   0.00749000     -2.00000     -10.0000      0.00000
      1292.50      296.980   0.00747600     -2.00000     -10.0000      0.00000
      1297.50      297.010   0.00746200     -2.00000     -10.0000      0.00000
      1302.50      297.040   0.00744800     -2.00000     -10.0000      0.00000
      1307.50      297.070   0.00743400     -2.00000     -10.0000      0.00000
      1312.50      297.100   0.00742000     -2.00000     -10.0000      0.00000
      1317.50      297.130   0.00740600     -2.00000     -10.0000      0.00000
      1322.50      297.160   0.00739200     -2.00000     -10.0000      0.00000
      1327.50      297.190   0.00737800     -2.00000     -10.0000      0.00000
      1332.50      297.220   0.00736400     -2.00000     -10.0000      0.00000
      1337.50      297.250   0.00735000     -2.00000     -10.0000      0.00000
      1342.50      297.280   0.00733600     -2.00000     -10.0000      0.00000
      1347.50      297.310   0.00732200     -2.00000     -10.0000      0.00000
      1352.50      297.340   0.00730800     -2.00000     -10.0000      0.00000
      1357.50      297.370   0.00729400     -2.00000     -10.0000      0.00000
      1362.50      297.400   0.00728000     -2.00000     -10.0000      0.00000
      1367.50      297.430   0.00726600     -2.00000     -10.0000      0.00000
      1372.50      297.460   0.00725200     -2.00000     -10.0000      0.00000
      1377.50      297.490   0.00723800     -2.00000     -10.0000      0.00000
      1382.50      297.520   0.00722400     -2.00000     -10.0000      0.00000
      1387.50      297.550   0.00721000     -2.00000     -10.0000      0.00000
      1392.50      297.580   0.00719600     -2.00000     -10.0000      0.00000
      1397.50      297.610   0.00718200     -2.00000     -10.0000      0.00000
      1402.50      297.640   0.00716800     -2.00000     -10.0000      0.00000
      1407.50      297.670   0.00715400     -2.00000     -10.0000      0.00000
      1412.50      297.700   0.00714000     -2.00000     -10.0000      0.00000
      1417.50      297.730   0.00712600     -2.00000     -10.0000      0.00000
      1422.50      297.760   0.00711200     -2.00000     -10.0000      0.00000
      1427.50      297.790   0.00709800     -2.00000     -10.0000      0.00000
      1432.50      297.820   0.00708400     -2.00000     -10.0000      0.00000
      1437.50      297.850   0.00707000     -2.00000     -10.0000      0.00000
      1442.50      297.880   0.00705600     -2.00000     -10.0000      0.00000
      1447.50      297.910   0.00704200     -2.00000     -10.0000      0.00000
      1452.50      297.940   0.00702800     -2.00000     -10.0000      0.00000
      1457.50      297.970   0.00701400     -2.00000     -10.0000      0.00000
      1462.50      298.000   0.00700000     -2.00000     -10.0000      0.00000
      1467.50      298.030   0.00698600     -2.00000     -10.0000      0.00000
      1472.50      298.060   0.00697200     -2.00000     -10.0000      0.00000
      1477.50      298.090   0.00695800     -2.00000     -10.0000      0.00000
      1482.50      298.120   0.00694400     -2.00000     -10.0000      0.00000
      1487.50      298.150   0.00693000     -2.00000     -10.0000      0.00000
      1492.50      298.180   0.00691600     -2.00000     -10.0000      0.00000
      1497.50      298.210   0.00690200     -2.00000     -10.0000      0.00000
      1502.50      298.240   0.00688800     -2.00000     -10.0000      0.00000
      1507.50      298.270   0.00687400     -2.00000     -10.0000      0.00000
      1512.50      298.300   0.00686000     -2.00000     -10.0000      0.00000
      1517.50      298.330   0.00684600     -2.00000     -10.0000      0.00000
      1522.50      298.360   0.00683200     -2.00000     -10.0000      0.00000
      1527.50      298.390   0.00681800     -2.00000     -10.0000      0.00000
      1532.50      298.420   0.00680400     -2.00000     -10.0000      0.00000
      1537.50      298.450   0.00679000     -2.00000     -10.0000      0.00000
      1542.50      298.480   0.00677600     -2.00000     -10.0000      0.00000
      1547.50      298.510   0.00676200     -2.00000     -10.0000      0.00000
      1552.50      298.540   0.00674800     -2.00000     -10.0000      0.00000
      1557.50      298.570   0.00673400     -2.00000     -10.0000      0.00000
      1562.50      298.600   0.00672000     -2.00000     -10.0000      0.00000
      1567.50      298.630   0.00670600     -2.00000     -10.0000      0.00000
      1572.50      298.660   0.00669200     -2.00000     -10.0000      0.00000
      1577.50      298.690   0.00667800     -2.00000     -10.0000      0.00000
      1582.50      298.720   0.00666400     -2.00000     -10.0000      0.00000
      1587.50      298.750   0.00665000     -2.00000     -10.0000      0.00000
      1592.50      298.780   0.00663600     -2.00000     -10.0000      0.00000
      1597.50      298.810   0.00662200     -2.00000     -10.0000      0.00000
      1602.50      298.839   0.00660800     -2.00000     -10.0000      0.00000
      1607.50      298.867   0.00659400     -2.00000     -10.0000      0.00000
      1612.50      298.896   0.00658000     -2.00000     -10.0000      0.00000
      1617.50      298.925   0.00656600     -2.00000     -10.0000      0.00000
      1622.50      298.953   0.00655200     -2.00000     -10.0000      0.00000
      1627.50      298.982   0.00653800     -2.00000     -10.0000      0.00000
      1632.50      299.011   0.00652400     -2.00000     -10.0000      0.00000
      1637.50      299.040   0.00651000     -2.00000     -10.0000      0.00000
      1642.50      299.068   0.00649600     -2.00000     -10.0000      0.00000
      1647.50      299.097   0.00648200     -2.00000     -10.0000      0.00000
      1652.50      299.126   0.00646800     -2.00000     -10.0000      0.00000
      1657.50      299.154   0.00645400     -2.00000     -10.0000      0.00000
      1662.50      299.183   0.00644000     -2.00000     -10.0000      0.00000
      1667.50      299.212   0.00642600     -2.00000     -10.0000      0.00000
      1672.50      299.241   0.00641200     -2.00000     -10.0000      0.00000
      1677.50      299.269   0.00639800     -2.00000     -10.0000      0.00000
      1682.50      299.298   0.00638400     -2.00000     -10.0000      0.00000
      1687.50      299.327   0.00637000     -2.00000     -10.0000      0.00000
      1692.50      299.355   0.00635600     -2.00000     -10.0000      0.00000
      1697.50      299.384   0.00634200     -2.00000     -10.0000      0.00000
      1702.50      299.413   0.00632800     -2.00000     -10.0000      0.00000
      1707.50      299.441   0.00631400     -2.00000     -10.0000      0.00000
      1712.50      299.470   0.00630000     -2.00000     -10.0000      0.00000
      1717.50      299.499   0.00628600     -2.00000     -10.0000      0.00000
      1722.50      299.528   0.00627200     -2.00000     -10.0000      0.00000
      1727.50      299.556   0.00625800     -2.00000     -10.0000      0.00000
      1732.50      299.585   0.00624400     -2.00000     -10.0000      0.00000
      1737.50      299.614   0.00623000     -2.00000     -10.0000      0.00000
      1742.50      299.642   0.00621600     -2.00000     -10.0000      0.00000
      1747.50      299.671   0.00620200     -2.00000     -10.0000      0.00000
      1752.50      299.700   0.00618800     -2.00000     -10.0000      0.00000
      1757.50      299.728   0.00617400     -2.00000     -10.0000      0.00000
      1762.50      299.757   0.00616000     -2.00000     -10.0000      0.00000
      1767.50      299.786   0.00614600     -2.00000     -10.0000      0.00000
      1772.50      299.815   0.00613200     -2.00000     -10.0000      0.00000
      1777.50      299.843   0.00611800     -2.00000     -10.0000      0.00000
      1782.50      299.872   0.00610400     -2.00000     -10.0000      0.00000
      1787.50      299.901   0.00609000     -2.00000     -10.0000      0.00000
      1792.50      299.929   0.00607600     -2.00000     -10.0000      0.00000
      1797.50      299.958   0.00606200     -2.00000     -10.0000      0.00000
      1802.50      299.987   0.00604800     -2.00000     -10.0000      0.00000
      1807.50      300.015   0.00603400     -2.00000     -10.0000      0.00000
      1812.50      300.044   0.00602000     -2.00000     -10.0000      0.00000
      1817.50      300.073   0.00600600     -2.00000     -10.0000      0.00000
      1822.50      300.102   0.00599200     -2.00000     -10.0000      0.00000
      1827.50      300.130   0.00597800     -2.00000     -10.0000      0.00000
      1832.50      300.159   0.00596400     -2.00000     -10.0000      0.00000
      1837.50      300.188   0.00595000     -2.00000     -10.0000      0.00000
      1842.50      300.216   0.00593600     -2.00000     -10.0000      0.00000
      1847.50      300.245   0.00592200     -2.00000     -10.0000      0.00000
      1852.50      300.274   0.00590800     -2.00000     -10.0000      0.00000
      1857.50      300.302   0.00589400     -2.00000     -10.0000      0.00000
      1862.50      300.331   0.00588000     -2.00000     -10.0000      0.00000
      1867.50      300.360   0.00586600     -2.00000     -10.0000      0.00000
      1872.50      300.389   0.00585200     -2.00000     -10.0000      0.00000
      1877.50      300.417   0.00583800     -2.00000     -10.0000      0.00000
      1882.50      300.446   0.00582400     -2.00000     -10.0000      0.00000
      1887.50      300.475   0.00581000     -2.00000     -10.0000      0.00000
      1892.50      300.503   0.00579600     -2.00000     -10.0000      0.00000
      1897.50      300.532   0.00578200     -2.00000     -10.0000      0.00000
      1902.50      300.561   0.00576800     -2.00000     -10.0000      0.00000
      1907.50      300.589   0.00575400     -2.00000     -10.0000      0.00000
      1912.50      300.618   0.00574000     -2.00000     -10.0000      0.00000
      1917.50      300.647   0.00572600     -2.00000     -10.0000      0.00000
      1922.50      300.676   0.00571200     -2.00000     -10.0000      0.00000
      1927.50      300.704   0.00569800     -2.00000     -10.0000      0.00000
      1932.50      300.733   0.00568400     -2.00000     -10.0000      0.00000
      1937.50      300.762   0.00567000     -2.00000     -10.0000      0.00000
      1942.50      300.790   0.00565600     -2.00000     -10.0000      0.00000
      1947.50      300.819   0.00564200     -2.00000     -10.0000      0.00000
      1952.50      300.848   0.00562800     -2.00000     -10.0000      0.00000
      1957.50      300.876   0.00561400     -2.00000     -10.0000      0.00000
      1962.50      300.905   0.00560000     -2.00000     -10.0000      0.00000
      1967.50      300.934   0.00558600     -2.00000     -10.0000      0.00000
      1972.50      300.963   0.00557200     -2.00000     -10.0000      0.00000
      1977.50      300.991   0.00555800     -2.00000     -10.0000      0.00000
      1982.50      301.020   0.00554400     -2.00000     -10.0000      0.00000
      1987.50      301.049   0.00553000     -2.00000     -10.0000      0.00000
      1992.50      301.077   0.00551600     -2.00000     -10.0000      0.00000
      1997.50      301.106   0.00550200     -2.00000     -10.0000      0.00000
      2002.50      301.135   0.00548800     -2.00000     -10.0000      0.00000
      2007.50      301.163   0.00547400     -2.00000     -10.0000      0.00000
      2012.50      301.192   0.00546000     -2.00000     -10.0000      0.00000
      2017.50      301.221   0.00544600     -2.00000     -10.0000      0.00000
      2022.50      301.250   0.00543200     -2.00000     -10.0000      0.00000
      2027.50      301.278   0.00541800     -2.00000     -10.0000      0.00000
      2032.50      301.307   0.00540400     -2.00000     -10.0000      0.00000
      2037.50      301.336   0.00539000     -2.00000     -10.0000      0.00000
      2042.50      301.364   0.00537600     -2.00000     -10.0000      0.00000
      2047.50      301.393   0.00536200     -2.00000     -10.0000      0.00000
      2052.50      301.422   0.00534800     -2.00000     -10.0000      0.00000
      2057.50      301.450   0.00533400     -2.00000     -10.0000      0.00000
      2062.50      301.479   0.00532000     -2.00000     -10.0000      0.00000
      2067.50      301.508   0.00530600     -2.00000     -10.0000      0.00000
      2072.50      301.537   0.00529200     -2.00000     -10.0000      0.00000
      2077.50      301.565   0.00527800     -2.00000     -10.0000      0.00000
      2082.50      301.594   0.00526400     -2.00000     -10.0000      0.00000
      2087.50      301.623   0.00525000     -2.00000     -10.0000      0.00000
      2092.50      301.651   0.00523600     -2.00000     -10.0000      0.00000
      2097.50      301.680   0.00522200     -2.00000     -10.0000      0.00000
      2102.50      301.709   0.00520800     -2.00000     -10.0000      0.00000
      2107.50      301.737   0.00519400     -2.00000     -10.0000      0.00000
      2112.50      301.766   0.00518000     -2.00000     -10.0000      0.00000
      2117.50      301.795   0.00516600     -2.00000     -10.0000      0.00000
      2122.50      301.824   0.00515200     -2.00000     -10.0000      0.00000
      2127.50      301.845   0.00513800     -2.00000     -10.0000      0.00000
      2132.50      301.866   0.00512400     -2.00000     -10.0000      0.00000
      2137.50      301.888   0.00511000     -2.00000     -10.0000      0.00000
      2142.50      301.909   0.00509600     -2.00000     -10.0000      0.00000
      2147.50      301.931   0.00508200     -2.00000     -10.0000      0.00000
      2152.50      301.952   0.00506800     -2.00000     -10.0000      0.00000
      2157.50      301.974   0.00505400     -2.00000     -10.0000      0.00000
      2162.50      301.995   0.00504000     -2.00000     -10.0000      0.00000
      2167.50      302.016   0.00502600     -2.00000     -10.0000      0.00000
      2172.50      302.038   0.00501200     -2.00000     -10.0000      0.00000
      2177.50      302.059   0.00499800     -2.00000     -10.0000      0.00000
      2182.50      302.081   0.00498400     -2.00000     -10.0000      0.00000
      2187.50      302.102   0.00497000     -2.00000     -10.0000      0.00000
      2192.50      302.124   0.00495600     -2.00000     -10.0000      0.00000
      2197.50      302.145   0.00494200     -2.00000     -10.0000      0.00000
      2202.50      302.167   0.00492800     -2.00000     -10.0000      0.00000
      2207.50      302.188   0.00491400     -2.00000     -10.0000      0.00000
      2212.50      302.209   0.00490000     -2.00000     -10.0000      0.00000
      2217.50      302.231   0.00488600     -2.00000     -10.0000      0.00000
      2222.50      302.252   0.00487200     -2.00000     -10.0000      0.00000
      2227.50      302.274   0.00485800     -2.00000     -10.0000      0.00000
      2232.50      302.295   0.00484400     -2.00000     -10.0000      0.00000
      2237.50      302.317   0.00483000     -2.00000     -10.0000      0.00000
      2242.50      302.338   0.00481600     -2.00000     -10.0000      0.00000
      2247.50      302.359   0.00480200     -2.00000     -10.0000      0.00000
      2252.50      302.381   0.00478800     -2.00000     -10.0000      0.00000
      2257.50      302.402   0.00477400     -2.00000     -10.0000      0.00000
      2262.50      302.424   0.00476000     -2.00000     -10.0000      0.00000
      2267.50      302.445   0.00474600     -2.00000     -10.0000      0.00000
      2272.50      302.467   0.00473200     -2.00000     -10.0000      0.00000
      2277.50      302.488   0.00471800     -2.00000     -10.0000      0.00000
      2282.50      302.509   0.00470400     -2.00000     -10.0000      0.00000
      2287.50      302.531   0.00469000     -2.00000     -10.0000      0.00000
